Video Title,Game Name,Published At,View Count,Like Count,Comment Count,Duration (seconds),Type
Yeni Haritalara İlk Bakış - Fall Guys #16,Fall Guys,2021-07-25T11:53:47Z,67296,1937,124,6490,Video
Yeni Futbol Modu - PUBG (Etkinlik) #34,PUBG,2021-07-25T11:42:42Z,66880,2737,101,3269,Video
Nostalji Defans Oyunu - Plants vs Zombies | #1,Plants vs Zombies,2021-07-24T12:12:51Z,87869,3310,316,4581,Video
Tuzaklarla Dolu Parkur Oyunu - Ultimate Chicken Horse,Ultimate Chicken Horse,2021-07-24T11:53:16Z,53151,1853,56,2424,Video
5 Entry Takımı ile Dereceli - Valorant Dereceli | #3,Valorant,2021-07-24T11:29:01Z,23269,992,61,2015,Video
Kuyruk Saklama Taktiği ve Enfes Oyun Çıkardık - Fall Guys #15,Fall Guys,2021-07-22T12:39:12Z,43993,1982,81,1981,Video
Sadece Bulmaca Modu - Tricky Towers | #13,Tricky Towers,2021-07-22T12:34:25Z,50664,1459,53,2514,Video
"Parayı Cukkalayan Kazanır, Rakipleri Çıldırtma Tekniği - Rubber Bandits: Christmas Prologue | #1",Rubber Bandits,2021-07-22T12:23:50Z,39287,1613,47,1745,Video
Caveira Güzel Çar - Rainbow Six Siege | #4,Rainbow Six Siege,2021-07-22T12:10:48Z,38625,1314,70,3125,Video
Tachibana Kardeşler Taktiği - Rainbow Six Siege | #3,Rainbow Six Siege,2021-07-22T11:57:48Z,38129,1433,107,3692,Video
Bissürü Renkli Unicorn Çizimi - SuchArt,SuchArt,2021-07-22T11:40:03Z,44446,1777,140,5686,Video
Ekipli Pixel Bulmaca Oyunu - Pico Park | #2,Pico Park,2021-07-20T12:11:31Z,103522,2671,152,6110,Video
Ekipli Pixel Bulmaca Oyunu - Pico Park | #1,Pico Park,2021-07-20T11:36:14Z,84620,2828,88,2802,Video
Normal Karışık Modda Kapışma - Tricky Towers | #12,Tricky Towers,2021-07-17T11:43:50Z,57349,1565,81,2694,Video
200 IQ Tuzaklar - Rainbow Six Siege | #2,Rainbow Six Siege,2021-07-17T11:25:44Z,41075,1586,85,2327,Video
Kendi Aramızda Değişik Stratejiler - Rainbow Six Siege | #1,Rainbow Six Siege,2021-07-17T11:19:34Z,67428,2143,124,4828,Video
Art Arda Satışlar - Rubber Bandits: Summer Prologue,Rubber Bandits,2021-07-17T10:44:30Z,35342,1327,67,2952,Video
Mükemmel İp Operasyonu - Worms W.M.D | #17,Worms W.M.D,2021-07-14T12:19:02Z,62747,2176,77,2856,Video
Party Animals Benzeri Oyun - Rubber Bandits: Summer Prologue,Rubber Bandits,2021-07-13T11:15:37Z,53569,2301,103,2607,Video
Haftalık Sıralamaya Girme Denemesi - Tricky Towers | #11,Tricky Towers,2021-07-13T10:59:10Z,23478,1096,39,737,Video
Kelime Anlatma/Bilme Oyunu - Codenames | #9,Codenames,2021-07-11T10:21:31Z,43487,1462,73,3782,Video
Kelime Anlatma/Bilme Oyunu - Codenames | #8,Codenames,2021-07-11T10:20:47Z,47748,1779,71,3109,Video
Anahtarını Sakla!  - Forza Horizon 4 (Eleyici),Forza Horizon 4,2021-07-11T10:06:30Z,71181,3247,145,935,Video
Tek Oyunculu Modda Rekor Denemesi - Tricky Towers | #10,Tricky Towers,2021-07-11T09:54:05Z,25978,1201,48,760,Video
Neymiş Bu Zor Mod Ya - Tricky Towers | #9,Tricky Towers,2021-07-06T12:23:01Z,72435,1680,101,3239,Video
Selam Hilmi - Tricky Towers | #8,Tricky Towers,2021-07-06T12:19:15Z,70623,1613,57,4243,Video
Tekli Modlarda Derece Denemeleri - Tricky Towers | #7,Tricky Towers,2021-07-06T12:09:42Z,35230,1049,38,3399,Video
Uzun Aradan Sonra Forza!  - Forza Horizon 4,Forza Horizon 4,2021-07-06T12:04:08Z,70394,3543,153,927,Video
Hiçbir Şey İçin Geç Değildir - Tricky Towers | #6,Tricky Towers,2021-07-06T11:52:36Z,82520,1882,111,5808,Video
Sadece Yakın Dövüş  - PUBG (Özel Oyun) #33,PUBG,2021-07-06T11:41:10Z,48540,2688,64,776,Video
Olimpiyat Gururu Berkecan! - Olympic Games Tokyo 2020,Olympic Games Tokyo 2020,2021-07-04T09:57:30Z,129817,3443,151,6819,Video
Risk Bizim İşimiz - Tricky Towers | #5,Tricky Towers,2021-07-03T09:52:16Z,80593,2048,114,5328,Video
Bomberman Battle Royale - Super Bomberman Online | #2,Super Bomberman Online,2021-07-03T09:47:17Z,16979,577,44,4890,Video
Sadece Bulmaca Modu - Tricky Towers | #4,Tricky Towers,2021-06-29T11:19:45Z,27556,1486,109,394,Video
64 Kişilik Online Bomberman - Super Bomberman Online | #1,Super Bomberman Online,2021-06-27T13:03:30Z,37149,1309,80,5800,Video
Garip Bir Oyun - The Stanley Parable,The Stanley Parable,2021-06-27T12:49:13Z,107429,4312,309,4692,Video
İlginç Yeni Taktikler - Tricky Towers | #3,Tricky Towers,2021-06-27T09:05:10Z,65303,1985,116,3714,Video
Yeni Çıkan FPS Parkur Oyunu - Phantom Abyss,Phantom Abyss,2021-06-25T16:25:42Z,37555,1468,93,1602,Video
Yeni Aksiyon Battle Royale Oyunu - Naraka: Bladepoint,Naraka: Bladepoint,2021-06-25T15:05:42Z,39736,1749,82,1117,Video
Bulmaca Bölümünde Güçlüyüz - Tricky Towers | #2,Tricky Towers,2021-06-25T14:22:47Z,37423,1499,47,1411,Video
Dörtlü Tetris Oyunu - Tricky Towers | #1,Tricky Towers,2021-06-25T14:20:17Z,50079,1875,51,1263,Video
Yeni 15 Kişilik Mod (3 Hain) - Among Us! | Bölüm 8,Amongus,2021-06-24T11:11:08Z,328992,7480,350,7810,Video
Stratejik Savaş - PUBG (Dereceli) Master'a Doğru #14,PUBG,2021-06-23T15:18:28Z,47045,2204,100,1555,Video
%100 Başarı Devam Edecek mi? - Pummel Party Mini Oyunlar | #3,Pummel Party,2021-06-23T10:38:28Z,38868,1267,34,2982,Video
Burun Farkıyla - Pummel Party Mini Oyunlar | #2,Pummel Party,2021-06-23T10:36:03Z,42696,1475,90,2918,Video
Biraz da Agresiflik  - PUBG (Dereceli) #32,PUBG,2021-06-22T13:23:38Z,35481,1504,100,1909,Video
Art Arda Savaşlar  - PUBG (Dereceli) #31,PUBG,2021-06-22T13:08:48Z,24801,951,64,1781,Video
FİNAL! | The Dark Pictures Anthology: Little Hope - Bölüm 5,The Dark Pictures Anthology: Little Hope,2021-06-21T14:06:45Z,3898,200,28,4181,Video
Peşimizdeki Yaratıklar | The Dark Pictures Anthology: Little Hope - Bölüm 4,The Dark Pictures Anthology: Little Hope,2021-06-21T14:03:46Z,3008,171,13,3061,Video
Zaman Yolculuğu mu? | The Dark Pictures Anthology: Little Hope - Bölüm 3,The Dark Pictures Anthology: Little Hope,2021-06-21T13:55:15Z,3376,205,11,2399,Video
Kim Bu Küçük Kız? | The Dark Pictures Anthology: Little Hope - Bölüm 2,The Dark Pictures Anthology: Little Hope,2021-06-21T13:50:00Z,3240,181,26,2387,Video
Kötü Bir Başlangıç | The Dark Pictures Anthology: Little Hope - Bölüm 1,The Dark Pictures Anthology: Little Hope,2021-06-21T13:45:28Z,9366,352,46,3197,Video
Osman Düşme Artık! - PUBG (Dereceli) Master'a Doğru #13,PUBG,2021-06-19T11:03:18Z,52108,2482,231,1724,Video
Tertemiz Galibiyet - PUBG (Dereceli) Master'a Doğru #12,PUBG,2021-06-18T12:40:38Z,52411,2548,210,1894,Video
Bu Oyunu Win Sayarız (Hilelilere Karşı) - PUBG (Dereceli) Master'a Doğru #11,PUBG,2021-06-15T12:16:23Z,71268,2682,101,2397,Video
"Tarık Mengüç Osman, Elmas'a Çıkma Maçı! - PUBG (Dereceli) Master'a Doğru #10",PUBG,2021-06-15T11:59:55Z,36915,1848,80,1486,Video
Bir Tutmaç Klasiği - PUBG (Dereceli) Master'a Doğru #9,PUBG,2021-06-15T10:44:29Z,37344,1721,83,1721,Video
Talihsizlik - PUBG (Dereceli) Master'a Doğru #8,PUBG,2021-06-15T10:42:04Z,28167,1396,66,1553,Video
Hiç Alışık Olmadığımız Oyun Tarzı - PUBG (Dereceli) Master'a Doğru #7,PUBG,2021-06-15T10:38:39Z,40680,2111,126,1770,Video
İzleyicilerle Dereceli Oynamak - PUBG (Dereceli) Master'a Doğru #6,PUBG,2021-06-14T12:32:25Z,48722,2461,158,1923,Video
Tatlı Kasaba Yapma Oyunu - Dorfromantik,Dorfromantik,2021-06-14T12:03:55Z,56100,2610,132,3014,Video
Veysel Abinin Düğününde Osman Zeybek Oynuyor,Osman,2021-06-12T12:23:10Z,97123,7378,575,393,Video
Kıl Payı Farkla  - PUBG (Dereceli) #30,PUBG,2021-06-12T11:42:31Z,29913,1307,100,1618,Video
Ahh Kör Olmasam - PUBG (Dereceli) #29,PUBG,2021-06-11T12:38:01Z,39844,1850,98,1682,Video
Şekil Değiştiren Ayı - PUBG (Dereceli) Master'a Doğru #5,PUBG,2021-06-10T13:43:17Z,51197,2517,76,1721,Video
Erangel'de Bir Mumya - PUBG (Dereceli) Master'a Doğru #4,PUBG,2021-06-10T13:26:51Z,57579,2824,142,1928,Video
Yeni Ölüm Yarışı Modu - PUBG (Etkinlik) #28,PUBG,2021-06-08T13:57:55Z,85694,4255,76,480,Video
Ayı mı Oynuyor Kardeşim? - PUBG (Dereceli) Master'a Doğru #3,PUBG,2021-06-08T13:49:27Z,44870,2535,127,1710,Video
Keleşte Güçlüyüz - PUBG (Dereceli) Master'a Doğru #2,PUBG,2021-06-08T13:16:59Z,44778,2373,78,1569,Video
Bu Sezon Hedef Master - PUBG (Dereceli) Master'a Doğru #1,PUBG,2021-06-08T12:57:11Z,54338,2358,78,1922,Video
Bulmaca Gibi Bölüm - Poly Bridge 2 | #3,Poly Bridge 2,2021-06-08T12:39:37Z,72132,2129,181,3899,Video
O Araba Bu Köprüden Geçecek! - Poly Bridge 2 | #2,Poly Bridge 2,2021-06-08T12:36:21Z,116771,2946,146,5034,Video
Herkes Tek - PUBG (Özel Oyun) #27,PUBG,2021-06-08T12:25:01Z,80396,3450,196,1894,Video
3vs3 Takım Savaşı - Worms W.M.D #16,Worms W.M.D,2021-06-02T14:00:12Z,49625,2149,104,1645,Video
Garip Bir Köprü Yapma Oyunu - Poly Bridge 2 | #1,Poly Bridge 2,2021-06-01T19:07:56Z,181195,4506,259,5996,Video
4vs1 ve Oyun Sonu Satış - Worms W.M.D #15,Worms W.M.D,2021-06-01T16:51:45Z,64356,2318,111,3188,Video
Ekipli Online Oyunlar - GTA 5 Online | #2,GTA 5 Online,2021-06-01T16:44:58Z,127731,4103,163,2970,Video
"Yeni Silah, Yeni Araçlar ve Yeni Miramar - PUBG (Test Sunucusu) #26",PUBG,2021-05-30T15:51:55Z,96408,5329,245,883,Video
Ekip ile Online Yarışları - GTA 5 Online | #1,GTA 5 Online,2021-05-30T14:57:41Z,120829,4501,207,2515,Video
Elmas Oluyoruz! - PUBG (Dereceli) #25,PUBG,2021-05-28T13:17:18Z,99330,3133,178,3203,Video
Makineli Tüfek Güzelliği - PUBG (Dereceli) #24,PUBG,2021-05-28T12:59:33Z,83518,2961,152,2753,Video
FİNAL | Red Dead Redemption 2 | Bölüm 35,Red Dead Redemption 2,2021-05-25T15:33:30Z,31113,879,164,6654,Video
"Kelle Avcılığına Devam, Eşimizin Gözüne Girmeye Çalışıyoruz... | Red Dead Redemption 2 | Bölüm 34",Red Dead Redemption 2,2021-05-23T13:48:53Z,12244,365,57,3510,Video
"Müzik Eşliğinde Enfes Ev Yapımı, Çiftliği Geliştiriyoruz... | Red Dead Redemption 2 | Bölüm 33",Red Dead Redemption 2,2021-05-23T13:48:21Z,14799,367,25,3217,Video
"Eski Dostlar Yeniden Toplanıyor, Kendi Evimizi Yapıyoruz... | Red Dead Redemption 2 | Bölüm 32",Red Dead Redemption 2,2021-05-23T13:45:32Z,10520,349,21,3368,Video
"Can Dostumuz John ile Yeni Bir Başlangıç, Köy İşleri... | Red Dead Redemption 2 | Bölüm 31",Red Dead Redemption 2,2021-05-23T13:44:29Z,13181,392,39,5451,Video
"Bu Sona Yürek Dayanmaz , Büyük İhanet! , Bizim için Yolun Sonu... | Red Dead Redemption 2 | Bölüm 30",Red Dead Redemption 2,2021-05-23T13:42:40Z,27046,691,74,6430,Video
"Baş Düşmanımızın Sonu, Liderimiz Yoldan Çıkıyor... | Red Dead Redemption 2 | Bölüm 29",Red Dead Redemption 2,2021-05-23T13:41:25Z,14514,486,33,5924,Video
"Köprü Patlatmak, Kızılderililer ile Görevler | Red Dead Redemption 2 | Bölüm 28",Red Dead Redemption 2,2021-05-23T13:40:58Z,14937,433,32,5667,Video
John'u Hapishaneden Kurtarma Operasyonu | Red Dead Redemption 2 | Bölüm 27,Red Dead Redemption 2,2021-05-23T13:39:14Z,15540,531,90,5222,Video
(Final) Film Tadında Oyun - Hellblade: Senua's Sacrifice | Bölüm 8,Hellblade: Senua's Sacrifice,2021-05-21T12:17:52Z,3552,107,21,2197,Video
Film Tadında Oyun - Hellblade: Senua's Sacrifice | Bölüm 7,Hellblade: Senua's Sacrifice,2021-05-21T12:10:19Z,1311,48,3,3649,Video
Film Tadında Oyun - Hellblade: Senua's Sacrifice | Bölüm 6,Hellblade: Senua's Sacrifice,2021-05-21T12:09:50Z,911,36,2,3064,Video
Film Tadında Oyun - Hellblade: Senua's Sacrifice | Bölüm 5,Hellblade: Senua's Sacrifice,2021-05-21T12:00:10Z,990,52,5,3683,Video
Film Tadında Oyun - Hellblade: Senua's Sacrifice | Bölüm 4,Hellblade: Senua's Sacrifice,2021-05-21T11:59:18Z,981,43,2,2828,Video
Film Tadında Oyun - Hellblade: Senua's Sacrifice | Bölüm 3,Hellblade: Senua's Sacrifice,2021-05-21T11:58:37Z,1798,98,20,4267,Video
Film Tadında Oyun - Hellblade: Senua's Sacrifice | Bölüm 2,Hellblade: Senua's Sacrifice,2021-05-20T15:29:10Z,3663,169,45,2266,Video
Film Tadında Oyun - Hellblade: Senua's Sacrifice | Bölüm 1,Hellblade: Senua's Sacrifice,2021-05-20T15:27:20Z,12303,393,60,2638,Video
"Balon Operasyonu, Yamyam Mağarası, Yeni Ev | Red Dead Redemption 2 | Bölüm 26",Red Dead Redemption 2,2021-05-18T15:34:15Z,22740,764,111,4240,Video
Kafaları Karıştıran Muhteşem Final - The Medium | Bölüm 9,The Medium,2021-05-18T12:55:45Z,2443,82,27,2200,Video
Kırmızı Evin Derinlikleri - The Medium | Bölüm 8,The Medium,2021-05-18T12:52:52Z,1518,94,17,3892,Video
Thomas'ın Çabaları - The Medium | Bölüm 7,The Medium,2021-05-18T12:47:55Z,1151,73,10,3731,Video
Ormandaki Kırmızı Ev - The Medium | Bölüm 6,The Medium,2021-05-18T12:41:22Z,1479,90,17,2797,Video
Kafalar Yandı. Thomas Kim? - The Medium | Bölüm 5,The Medium,2021-05-13T13:18:56Z,4385,120,37,4980,Video
Niwa'da Yaşanan Garip Olaylar - The Medium | Bölüm 4,The Medium,2021-05-13T13:13:10Z,1997,89,9,4352,Video
Maw İle Tanışma - The Medium | Bölüm 3,The Medium,2021-05-13T13:05:00Z,2216,96,8,2435,Video
Niwa Katliamı Efsanesi - The Medium | Bölüm 2,The Medium,2021-05-13T13:00:10Z,2452,113,9,3794,Video
Son Elveda - The Medium | Bölüm 1,The Medium,2021-05-13T12:57:03Z,11650,334,21,2152,Video
"Issız Adaya Düştük, Enfes Manzara, İğrenç Ortam ve Enfes Müzik| Red Dead Redemption 2 | Bölüm 25",Red Dead Redemption 2,2021-05-13T12:47:14Z,24775,768,110,6145,Video
"Dev Timsah Saldırısı, Banka Soygunu, Gemide Fırtına | Red Dead Redemption 2 | Bölüm 24",Red Dead Redemption 2,2021-05-13T12:46:42Z,19578,663,98,5719,Video
15 Dolar İçin Şehri Birbirine Kattık | Red Dead Redemption 2 | Bölüm 23,Red Dead Redemption 2,2021-05-13T12:46:18Z,17808,633,105,4600,Video
"İyi Bayramlar! (Banlar Açıldı, Ufak Açıklama)",İyi Bayramlar,2021-05-13T05:45:00Z,60707,10363,1031,82,Video
"Silahları Geliştirdik, Parti Operasyonu, Eski Aşk | Red Dead Redemption 2 | Bölüm 22",Red Dead Redemption 2,2021-05-10T17:56:11Z,23672,743,161,5503,Video
Mezarlık Operasyonu | Red Dead Redemption 2 | Bölüm 21,Red Dead Redemption 2,2021-05-10T17:55:13Z,16807,560,38,3829,Video
2 Boyutlu Hayvan Battle Royale - Super Animal Royale | İlk Bakış,Super Animal Royale,2021-05-09T11:31:40Z,52986,2945,159,518,Video
"Zengin Braitwaite Ailesinin Sonu, Sokak Çocukları.. | Red Dead Redemption 2 | Bölüm 20",Red Dead Redemption 2,2021-05-08T17:08:47Z,19566,655,77,3398,Video
"Zengin Gray Ailesinin Sonu ,Kaçırıldık, Puma Avı, Banka Soygunu | Red Dead Redemption 2 | Bölüm 19",Red Dead Redemption 2,2021-05-08T17:06:07Z,19327,608,46,5365,Video
"Sanat, Soygun İçindir... | Red Dead Redemption 2 | Bölüm 18",Red Dead Redemption 2,2021-05-08T17:04:36Z,17243,574,50,3927,Video
Zengin Gray Ailesinin Tarlalarını Yakmak | Red Dead Redemption 2 | Bölüm 17,Red Dead Redemption 2,2021-05-08T17:03:56Z,17210,548,52,4558,Video
Zengin Braitwaite Ailesinin Kaçak Ürünlerine Vurgun | Red Dead Redemption 2 | Bölüm 16,Red Dead Redemption 2,2021-05-08T17:02:52Z,19554,734,71,4294,Video
Yeni Silah: Bocek ve Yeni Arena Modu | Apex Legends - Valkyrie | #5,Apex Legends - Valkyrie,2021-05-08T13:57:50Z,13524,747,89,634,Video
"Yeni Sezon, Yeni Karakter, İlk Win | Apex Legends - Valkyrie | #4",Apex Legends - Valkyrie,2021-05-07T20:08:19Z,20201,1146,123,775,Video
"Çöpçatan zSuat, Şerif Yardımcısı Olduk | Red Dead Redemption 2 | Bölüm 15",Red Dead Redemption 2,2021-05-06T12:03:49Z,25401,829,106,4681,Video
"Başımız Belada, Yeni Bölgeye Taşınıyoruz.. | Red Dead Redemption 2 | Bölüm 14",Red Dead Redemption 2,2021-05-06T12:02:49Z,20316,717,61,4096,Video
Büyük Tren Soygunu | Red Dead Redemption 2 | Bölüm 13,Red Dead Redemption 2,2021-05-06T12:01:58Z,20454,758,84,3738,Video
Dağda Ayin Yapan İhtiyarları Ziyaret | Red Dead Redemption 2 | Bölüm 12,Red Dead Redemption 2,2021-05-05T12:28:10Z,27829,907,110,5134,Video
Nadir Beyaz At Yakaladık | Red Dead Redemption 2 | Bölüm 11,Red Dead Redemption 2,2021-05-05T12:26:57Z,25543,932,105,3677,Video
Kış Haritasında Son Büyük Silahşorü Ziyaret | Red Dead Redemption 2 | Bölüm 10,Red Dead Redemption 2,2021-05-03T13:24:52Z,26525,846,105,4336,Video
En Meşhur Silahşorlere Meydan Okumak | Red Dead Redemption 2 | Bölüm 9,Red Dead Redemption 2,2021-05-03T13:24:31Z,21428,760,52,3913,Video
"Kafalar Güzel :D , Bol Çatışma... | Red Dead Redemption 2 | Bölüm 8",Red Dead Redemption 2,2021-05-03T13:23:57Z,23491,860,55,3301,Video
Eski Dostu Kurtarma Operasyonu | Red Dead Redemption 2 | Bölüm 7,Red Dead Redemption 2,2021-05-03T13:21:45Z,22757,836,82,3322,Video
Araba ve Bomba  - PUBG (Özel Oyun) #23,PUBG,2021-05-03T13:18:04Z,90603,4567,201,1275,Video
Tefecilik Yapmak | Red Dead Redemption 2 | Bölüm 6,Red Dead Redemption 2,2021-05-02T13:08:24Z,32353,1001,159,3845,Video
Ayı Avı | Red Dead Redemption 2 | Bölüm 5,Red Dead Redemption 2,2021-05-02T13:06:51Z,25975,879,57,2975,Video
Rakip Çeteye Büyük Baskın | Red Dead Redemption 2 | Bölüm 4,Red Dead Redemption 2,2021-05-02T13:03:45Z,29476,1017,136,4212,Video
Zorlu Tren Soygunu | Red Dead Redemption 2 | Bölüm 3,Red Dead Redemption 2,2021-05-02T13:00:12Z,42599,1438,136,4569,Video
Çete Kampını Basıyoruz | Red Dead Redemption 2 | Bölüm 2,Red Dead Redemption 2,2021-05-02T12:54:49Z,42651,1485,112,3669,Video
RDR 2 Macerasına Başlıyoruz | Red Dead Redemption 2 | Bölüm 1,Red Dead Redemption 2,2021-05-02T12:53:11Z,101854,3269,358,3613,Video
Riski Severiz - Fall Guys #14,Fall Guys,2021-04-30T19:47:06Z,35952,2225,128,690,Video
Stratejik Kuyruk Verme Taktiği - Fall Guys #13,Fall Guys,2021-04-30T19:25:05Z,45359,2148,109,882,Video
Ekstrem Bisiklet Yarışları - Descenders,Descenders,2021-04-30T18:30:05Z,125499,3347,134,5465,Video
Battle Royale 4  - Forza Horizon 4,Forza Horizon 4,2021-04-30T16:35:22Z,63677,2815,61,936,Video
Battle Royale 3  - Forza Horizon 4,Forza Horizon 4,2021-04-30T16:34:39Z,55340,2531,55,933,Video
Kafa Karıştıran Mükemmel Son - Little Nightmares 2 | Final,Little Nightmares 2,2021-04-30T16:25:31Z,6448,287,43,2970,Video
Televizyonlar ve Portallar - Little Nightmares 2 | Bölüm 3,Little Nightmares 2,2021-04-30T16:18:36Z,4164,225,23,3329,Video
Mükemmel El Feneri Taktiği - Little Nightmares 2 | Bölüm 2,Little Nightmares 2,2021-04-30T16:16:50Z,5245,238,25,5696,Video
Yeni Bir Kanka Yeni Bir Macera - Little Nightmares 2 | Bölüm 1,Little Nightmares 2,2021-04-30T16:07:11Z,13524,486,58,5549,Video
Alan Koruması  - PUBG (Dereceli) #22,PUBG,2021-04-28T14:54:10Z,50009,2549,201,1592,Video
Yeni Rol Yapma Oyunu - Saint And Sinners,Saint And Sinners,2021-04-26T15:08:48Z,109791,3969,216,4525,Video
Disko Topu Delikanlıdır - Fall Guys #12,Fall Guys,2021-04-25T14:06:42Z,46855,2641,110,882,Video
Anlaşma Sonuç Verdi - PUBG (Dereceli) #21,PUBG,2021-04-25T13:45:59Z,85092,4221,209,1799,Video
Mega Man 11 - Boss'u Sonunda Hallettik... | Bölüm 2,Mega Man 11,2021-04-25T13:19:24Z,12167,666,46,713,Video
Garip Bir Savaş Simülatörü - Totally Accurate Battle Simulator,Totally Accurate Battle Simulator,2021-04-24T13:58:37Z,194811,6038,398,3055,Video
Battle Royale 2  - Forza Horizon 4,Forza Horizon 4,2021-04-24T13:18:50Z,60979,2404,75,838,Video
4v4 Takım Yarışı 8 - Forza Horizon 4,Forza Horizon 4,2021-04-24T13:13:15Z,66191,2258,69,1732,Video
Karmakarışık Konteyner Savaşı - PUBG (Dereceli) #20,PUBG,2021-04-24T13:05:31Z,96260,4447,168,1922,Video
Mega Man 11 - Block Man | Bölüm 1,Block Man,2021-04-24T12:36:52Z,17795,713,42,2294,Video
Niye Yaa Niye?  - Little Nightmares The Depths DLC | Final,Little Nightmares The Depths DLC,2021-04-23T16:53:29Z,5667,245,32,3537,Video
Yeşilçam Kovalamacası - Little Nightmares The Depths DLC | Bölüm 2,Little Nightmares The Depths DLC,2021-04-23T16:52:46Z,3184,158,9,3066,Video
O Yataktan Çıkmasa mıydık? - Little Nightmares The Depths DLC | Bölüm 1,Little Nightmares The Depths DLC,2021-04-23T16:50:20Z,9860,462,44,4217,Video
Kıl Payı Biten Final - Fall Guys #11,Fall Guys,2021-04-23T16:21:54Z,40864,2296,96,892,Video
BasketFall Finali - Fall Guys #10,Fall Guys,2021-04-23T16:12:50Z,34483,2014,88,779,Video
Beholder 2 - İlk Bakış,Beholder 2,2021-04-20T12:31:04Z,84580,3142,335,5059,Video
Mükemmel DBS Finali - PUBG (Dereceli) #19,PUBG,2021-04-18T16:12:27Z,107578,5644,196,1955,Video
Hedef 1500 Elo -  Satranç | Bölüm 17,Satranç,2021-04-18T15:17:54Z,64473,1840,136,2122,Video
Yeniden 1400 Elodayız -  Satranç | Bölüm 16,Satranç,2021-04-18T15:17:06Z,36631,1288,114,1948,Video
Garibana Çökme Taktiği - Fall Guys #9,Fall Guys,2021-04-18T15:11:14Z,47122,2504,65,760,Video
Hex-A-Gone'da Rakibi Düşürme Taktiği - Fall Guys #8,Fall Guys,2021-04-18T15:04:34Z,44860,2388,136,826,Video
Hex-A-Gone Finali - Fall Guys #7,Fall Guys,2021-04-18T14:57:26Z,39168,2346,121,910,Video
Beklenmedik Son - Little Nightmares (Final),Little Nightmares,2021-04-18T14:46:52Z,7651,381,54,5035,Video
Küçük Küçük Kabuslar - Little Nightmares,Little Nightmares,2021-04-16T15:06:19Z,18120,679,77,4653,Video
Kıran Kırana Bir Final - Fall Guys #6,Fall Guys,2021-04-16T14:17:46Z,44612,2182,67,816,Video
Hex-A-Gone Finali ve 1.lik - Fall Guys #5,Fall Guys,2021-04-16T14:12:44Z,40173,2259,103,696,Video
Battle Royale 1.liği  - Forza Horizon 4,Forza Horizon 4,2021-04-16T14:01:58Z,100245,3780,116,921,Video
Yeniden 1400 Eloya Doğru -  Satranç | Bölüm 15,Satranç,2021-04-16T13:43:25Z,52304,1801,195,2769,Video
1000 Hasar ile Kayıpsız Galibiyet - PUBG (Dereceli) #18,PUBG,2021-04-13T14:19:01Z,72548,3825,224,1829,Video
Tutan Rakipten Kaçma Taktiği ile 1.lik - Fall Guys #4,Fall Guys,2021-04-12T15:26:54Z,61815,3391,118,938,Video
Sanhokta DBS ile 1.lik Denemesi - PUBG (Dereceli) | #17,PUBG,2021-04-12T15:19:43Z,110741,5659,254,1538,Video
Ben Nerdeyim? - Among Us! | Bölüm 7,Amongus,2021-04-03T18:13:09Z,156380,4397,163,3595,Video
Yeni Haritada Hain Oyunu - Among Us! | Bölüm 6,Amongus,2021-04-03T18:11:36Z,198039,5988,225,3176,Video
Futbol Finali - Fall Guys #3,Fall Guys,2021-04-03T17:57:59Z,49963,2446,68,707,Video
Karaktersiz Kuş Kombini - Fall Guys #2,Fall Guys,2021-04-03T17:56:27Z,51869,2427,66,715,Video
"Yeni Haritalar, Yeni Oyunlar - Fall Guys #1",Fall Guys,2021-04-03T17:46:05Z,56566,2445,80,688,Video
Gökyüzüne Kaçak Kat Denemesi - Worms W.M.D #14,Worms W.M.D,2021-04-03T17:19:23Z,69861,2288,68,3373,Video
Özel Haritada Kapışma - Worms W.M.D #13,Worms W.M.D,2021-04-03T17:14:03Z,77253,3026,138,2069,Video
4v4 Takım Yarışı 7 - Forza Horizon 4,Forza Horizon 4,2021-04-03T09:53:18Z,84031,2800,106,1425,Video
4v4 Takım Yarışı 6 - Forza Horizon 4,Forza Horizon 4,2021-04-03T09:51:40Z,42967,1857,82,1294,Video
4v4 Takım Yarışı 5 - Forza Horizon 4,Forza Horizon 4,2021-04-03T09:50:48Z,37548,1731,86,1345,Video
4v4 Takım Yarışı 4 - Forza Horizon 4,Forza Horizon 4,2021-03-31T14:26:21Z,50005,1933,86,1692,Video
4v4 Takım Yarışı 3 - Forza Horizon 4,Forza Horizon 4,2021-03-31T14:24:40Z,29787,1365,68,1055,Video
4v4 Takım Yarışı 2 - Forza Horizon 4,Forza Horizon 4,2021-03-31T14:19:16Z,37713,1855,86,1424,Video
1300 Eloyu Sevmiyoruz! -  Satranç | Bölüm 14,Satranç,2021-03-31T14:08:06Z,73444,2074,166,3360,Video
5v5 Takım Yarışı 6 - Forza Horizon 4,Forza Horizon 4,2021-03-27T11:38:27Z,60809,2176,109,1555,Video
5v5 Takım Yarışı 5 - Forza Horizon 4,Forza Horizon 4,2021-03-27T11:37:01Z,50743,2068,83,1401,Video
5v5 Takım Yarışı 4 - Forza Horizon 4,Forza Horizon 4,2021-03-27T11:35:57Z,46298,2081,112,1684,Video
Creaks - Bölüm 6 (FİNAL),Creaks,2021-03-27T11:32:49Z,15825,753,68,2565,Video
